location,day_index,temperature,rainfall,humidity,wind_speed,pressure,evaporation,soil_moisture,soil_lag1,soil_lag3,rain_7day,soil_7day,day_of_year,sin_day,cos_day,moisture_diff,target_soil_moisture
Bangalore,0,28.74507122951685,10.072925682949254,55.41165748942443,3.388800484097814,1010.0743383156146,0.15040462866928703,0.55,0.55,0.55,10.072925682949254,0.55,1,0.017213356155834685,0.9998518392091162,0.0,0.5565518162898576
Bangalore,1,27.91309704133407,6.094383709845898,50.57972143013838,6.6098785783770815,1012.7015883538846,0.18551730740247196,0.5565518162898576,0.55,0.55,16.167309392795154,0.5532759081449288,2,0.03442161162274574,0.9994074007397048,0.0065518162898575705,0.5553823223323058
Bangalore,2,29.21248408851026,4.0698410096059146,48.43069013338965,4.345344592887711,1008.7430446356074,0.19158980527166622,0.5553823223323058,0.5565518162898576,0.55,20.237150402401067,0.5539780462073879,3,0.051619667223253764,0.998666816288476,-0.001169493957551837,0.5315358733009037
Bangalore,3,30.645882455174814,2.94352797396727,57.66185755653251,4.786021182918944,1015.2743666065014,0.17539132869931928,0.5315358733009037,0.5553823223323058,0.55,23.180678376368338,0.5483675029807668,4,0.06880242680231986,0.9976303053065857,-0.023846449031402095,0.5176362522180992
Bangalore,4,28.130386925531234,1.691265883724462,54.430018758261596,3.736598155214642,1014.1493656283284,0.14973735331504553,0.5176362522180992,0.5315358733009037,0.5565518162898576,24.8719442600928,0.5422212528282333,5,0.08596479873744647,0.9962981749346078,-0.013899621082804514,0.4885550490006593
Bangalore,5,28.250548155738354,1.2928925971833385,55.955562302217075,4.078145970628836,1009.9531661096657,0.14780949642502259,0.4885550490006593,0.5176362522180992,0.5553823223323058,26.164836857276136,0.5332768855236376,6,0.10310169744743485,0.9946708199115211,-0.029081203217439844,0.4797161044610887
Bangalore,6,31.090531105393133,3.533232624417188,53.37222555805254,6.972245839290813,1012.8699753193381,0.21537543774683393,0.4797161044610887,0.4885550490006593,0.5315358733009037,29.698069481693324,0.5256253453718449,7,0.1202080448993527,0.9927487224577402,-0.008838944539570626,0.4640474085091922
Bangalore,7,29.992608408024832,2.5132714722477596,53.85314328599364,5.165468186694049,1012.1185010289171,0.1858224732458758,0.4640474085091922,0.4797161044610887,0.5176362522180992,22.138415270991832,0.5133464037303009,8,0.13727877211326478,0.9905324521322229,-0.015668695951896516,0.43876252833901885
Bangalore,8,28.256739825890428,1.570859116757956,51.87640314656003,4.64385867471058,1012.7816478891634,0.16872613472212966,0.43876252833901885,0.4640474085091922,0.4885550490006593,17.61489067790389,0.4965193625944669,9,0.15430882066428117,0.9880226656636976,-0.02528488017017333,0.4150533795503393
Bangalore,9,29.894001810028914,0.8665096486151099,57.001574561950434,4.637173698424827,1013.570210139265,0.16781911305994382,0.4150533795503393,0.43876252833901885,0.4797161044610887,14.411559316913085,0.4764723707684716,10,0.1712931441814776,0.9852201067560606,-0.02370914878867958,0.4156595986441777
Bangalore,10,28.503925470051648,7.315436923059445,55.065395749663175,5.002374581609165,1011.4843055064466,0.16180451929484044,0.4156595986441777,0.4150533795503393,0.4640474085091922,18.783468266005258,0.4599186172460822,11,0.1882267098432442,0.9821256058680006,0.0006062190938384004,0.42774184869124693
Bangalore,11,28.618992338547326,4.541953092236959,51.04776670445932,5.86694928503548,1012.6724852161419,0.18617243552501445,0.42774184869124693,0.4156595986441777,0.43876252833901885,21.634155474517755,0.447076559599389,12,0.2051044998686192,0.9787400799669153,0.012082250047069254,0.43242879896692876
Bangalore,12,29.798674906429383,2.644602436408465,56.13312494913336,5.232606244585807,1010.1061571608428,0.17491244903730563,0.43242879896692876,0.42774184869124693,0.4150533795503393,22.98586531374288,0.4390585238802846,13,0.2219215130041655,0.9750645322571948,0.004686950275681834,0.4178604498588081
